"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
MO,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.699,,01/01/2024,12/31/2024
MO,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.617,,01/01/2024,12/31/2024
MO,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.489,,01/01/2024,12/31/2024
MO,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.627,,01/01/2024,12/31/2024
MO,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.555,,01/01/2024,12/31/2024
MO,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.776,,01/01/2024,12/31/2024
MO,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.022,,01/01/2024,12/31/2024
MO,HAI_3_SIR,SSI - Colon Surgery,0.893,,01/01/2024,12/31/2024
MO,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.700,,01/01/2024,12/31/2024
MO,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.242,,01/01/2024,12/31/2024
MO,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.942,,01/01/2024,12/31/2024
MO,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.646,,01/01/2024,12/31/2024
MO,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.857,,01/01/2024,12/31/2024
MO,HAI_5_SIR,MRSA Bacteremia,0.746,,01/01/2024,12/31/2024
MO,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.357,,01/01/2024,12/31/2024
MO,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.409,,01/01/2024,12/31/2024
MO,HAI_6_SIR,Clostridium Difficile (C.Diff),0.382,,01/01/2024,12/31/2024
MP,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,01/01/2024,12/31/2024
MP,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,01/01/2024,12/31/2024
MP,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,01/01/2024,12/31/2024
MP,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,01/01/2024,12/31/2024
MP,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_5_SIR,MRSA Bacteremia,Not Available,5,01/01/2024,12/31/2024
MP,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,01/01/2024,12/31/2024
MP,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,01/01/2024,12/31/2024
MS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.585,,01/01/2024,12/31/2024
MS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.825,,01/01/2024,12/31/2024
MS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.697,,01/01/2024,12/31/2024
MS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.475,,01/01/2024,12/31/2024
MS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.666,,01/01/2024,12/31/2024
MS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.565,,01/01/2024,12/31/2024
MS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.915,,01/01/2024,12/31/2024
MS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.332,,01/01/2024,12/31/2024
MS,HAI_3_SIR,SSI - Colon Surgery,1.109,,01/01/2024,12/31/2024
MS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.663,,01/01/2024,12/31/2024
MS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.415,,01/01/2024,12/31/2024
MS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.986,,01/01/2024,12/31/2024
MS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.754,,01/01/2024,12/31/2024
MS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.108,,01/01/2024,12/31/2024
MS,HAI_5_SIR,MRSA Bacteremia,0.918,,01/01/2024,12/31/2024
MS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.337,,01/01/2024,12/31/2024
MS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.421,,01/01/2024,12/31/2024
MS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.377,,01/01/2024,12/31/2024
MT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.477,,01/01/2024,12/31/2024
MT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.106,,01/01/2024,12/31/2024
MT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.742,,01/01/2024,12/31/2024
MT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.345,,01/01/2024,12/31/2024
MT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.716,,01/01/2024,12/31/2024
MT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.505,,01/01/2024,12/31/2024
MT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.571,,01/01/2024,12/31/2024
MT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.236,,01/01/2024,12/31/2024
MT,HAI_3_SIR,SSI - Colon Surgery,0.856,,01/01/2024,12/31/2024
MT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.740,,01/01/2024,12/31/2024
MT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.597,,01/01/2024,12/31/2024
MT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.457,,01/01/2024,12/31/2024
MT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.311,,01/01/2024,12/31/2024
MT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.862,,01/01/2024,12/31/2024
MT,HAI_5_SIR,MRSA Bacteremia,0.535,,01/01/2024,12/31/2024
MT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.326,,01/01/2024,12/31/2024
MT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.500,,01/01/2024,12/31/2024
MT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.406,,01/01/2024,12/31/2024
NC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.702,,01/01/2024,12/31/2024
NC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.841,,01/01/2024,12/31/2024
NC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.769,,01/01/2024,12/31/2024
NC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.446,,01/01/2024,12/31/2024
NC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.552,,01/01/2024,12/31/2024
NC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.497,,01/01/2024,12/31/2024
NC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.823,,01/01/2024,12/31/2024
NC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.033,,01/01/2024,12/31/2024
NC,HAI_3_SIR,SSI - Colon Surgery,0.923,,01/01/2024,12/31/2024
NC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.861,,01/01/2024,12/31/2024
NC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.377,,01/01/2024,12/31/2024
NC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.097,,01/01/2024,12/31/2024
NC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.618,,01/01/2024,12/31/2024
NC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.775,,01/01/2024,12/31/2024
NC,HAI_5_SIR,MRSA Bacteremia,0.693,,01/01/2024,12/31/2024
NC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.299,,01/01/2024,12/31/2024
NC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.339,,01/01/2024,12/31/2024
NC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.319,,01/01/2024,12/31/2024
ND,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.323,,01/01/2024,12/31/2024
ND,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.734,,01/01/2024,12/31/2024
ND,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.497,,01/01/2024,12/31/2024
ND,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.235,,01/01/2024,12/31/2024
ND,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.611,,01/01/2024,12/31/2024
ND,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.390,,01/01/2024,12/31/2024
ND,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.596,,01/01/2024,12/31/2024
ND,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.356,,01/01/2024,12/31/2024
ND,HAI_3_SIR,SSI - Colon Surgery,0.918,,01/01/2024,12/31/2024
ND,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.154,,01/01/2024,12/31/2024
ND,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.039,,01/01/2024,12/31/2024
ND,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.920,,01/01/2024,12/31/2024
ND,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.217,,01/01/2024,12/31/2024
ND,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.763,,01/01/2024,12/31/2024
ND,HAI_5_SIR,MRSA Bacteremia,0.428,,01/01/2024,12/31/2024
ND,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.257,,01/01/2024,12/31/2024
ND,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.428,,01/01/2024,12/31/2024
ND,HAI_6_SIR,Clostridium Difficile (C.Diff),0.334,,01/01/2024,12/31/2024
NE,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.306,,01/01/2024,12/31/2024
NE,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.606,,01/01/2024,12/31/2024
NE,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.437,,01/01/2024,12/31/2024
NE,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.292,,01/01/2024,12/31/2024
NE,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.557,,01/01/2024,12/31/2024
NE,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.408,,01/01/2024,12/31/2024
NE,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.584,,01/01/2024,12/31/2024
NE,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.030,,01/01/2024,12/31/2024
NE,HAI_3_SIR,SSI - Colon Surgery,0.783,,01/01/2024,12/31/2024
NE,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.544,,01/01/2024,12/31/2024
NE,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.461,,01/01/2024,12/31/2024
NE,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.919,,01/01/2024,12/31/2024
NE,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.415,,01/01/2024,12/31/2024
NE,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.823,,01/01/2024,12/31/2024
NE,HAI_5_SIR,MRSA Bacteremia,0.593,,01/01/2024,12/31/2024
NE,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.383,,01/01/2024,12/31/2024
NE,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.502,,01/01/2024,12/31/2024
NE,HAI_6_SIR,Clostridium Difficile (C.Diff),0.439,,01/01/2024,12/31/2024
NH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.436,,01/01/2024,12/31/2024
NH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.819,,01/01/2024,12/31/2024
NH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.605,,01/01/2024,12/31/2024
NH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.530,,01/01/2024,12/31/2024
NH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.876,,01/01/2024,12/31/2024
NH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.687,,01/01/2024,12/31/2024
NH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.229,,01/01/2024,12/31/2024
NH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.614,,01/01/2024,12/31/2024
NH,HAI_3_SIR,SSI - Colon Surgery,0.386,,01/01/2024,12/31/2024
NH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.484,,01/01/2024,12/31/2024
NH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.482,,01/01/2024,12/31/2024
NH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.193,,01/01/2024,12/31/2024
NH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.218,,01/01/2024,12/31/2024
NH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.604,,01/01/2024,12/31/2024
NH,HAI_5_SIR,MRSA Bacteremia,0.374,,01/01/2024,12/31/2024
NH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.518,,01/01/2024,12/31/2024
NH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.695,,01/01/2024,12/31/2024
NH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.602,,01/01/2024,12/31/2024
NJ,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.387,,01/01/2024,12/31/2024
NJ,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.521,,01/01/2024,12/31/2024
NJ,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.450,,01/01/2024,12/31/2024
NJ,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.422,,01/01/2024,12/31/2024
NJ,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.551,,01/01/2024,12/31/2024
NJ,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.483,,01/01/2024,12/31/2024
NJ,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.631,,01/01/2024,12/31/2024
NJ,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.852,,01/01/2024,12/31/2024
NJ,HAI_3_SIR,SSI - Colon Surgery,0.736,,01/01/2024,12/31/2024
NJ,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.777,,01/01/2024,12/31/2024
NJ,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.320,,01/01/2024,12/31/2024
NJ,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.021,,01/01/2024,12/31/2024
NJ,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.584,,01/01/2024,12/31/2024
NJ,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.769,,01/01/2024,12/31/2024
NJ,HAI_5_SIR,MRSA Bacteremia,0.672,,01/01/2024,12/31/2024
NJ,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.313,,01/01/2024,12/31/2024
NJ,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.360,,01/01/2024,12/31/2024
NJ,HAI_6_SIR,Clostridium Difficile (C.Diff),0.336,,01/01/2024,12/31/2024
NM,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.496,,01/01/2024,12/31/2024
NM,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.891,,01/01/2024,12/31/2024
NM,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.672,,01/01/2024,12/31/2024
NM,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.416,,01/01/2024,12/31/2024
NM,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.714,,01/01/2024,12/31/2024
NM,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.550,,01/01/2024,12/31/2024
NM,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.627,,01/01/2024,12/31/2024
NM,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.168,,01/01/2024,12/31/2024
NM,HAI_3_SIR,SSI - Colon Surgery,0.866,,01/01/2024,12/31/2024
NM,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.678,,01/01/2024,12/31/2024
NM,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,2.032,,01/01/2024,12/31/2024
NM,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.219,,01/01/2024,12/31/2024
NM,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.513,,01/01/2024,12/31/2024
NM,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.053,,01/01/2024,12/31/2024
NM,HAI_5_SIR,MRSA Bacteremia,0.747,,01/01/2024,12/31/2024
NM,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.580,,01/01/2024,12/31/2024
NM,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.727,,01/01/2024,12/31/2024
NM,HAI_6_SIR,Clostridium Difficile (C.Diff),0.650,,01/01/2024,12/31/2024
NV,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.431,,01/01/2024,12/31/2024
NV,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.638,,01/01/2024,12/31/2024
NV,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.527,,01/01/2024,12/31/2024
NV,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.263,,01/01/2024,12/31/2024
NV,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.426,,01/01/2024,12/31/2024
NV,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.337,,01/01/2024,12/31/2024
NV,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.523,,01/01/2024,12/31/2024
NV,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.897,,01/01/2024,12/31/2024
NV,HAI_3_SIR,SSI - Colon Surgery,0.691,,01/01/2024,12/31/2024
NV,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.054,,01/01/2024,12/31/2024
NV,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.583,,01/01/2024,12/31/2024
NV,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.214,,01/01/2024,12/31/2024
NV,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.448,,01/01/2024,12/31/2024
NV,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.747,,01/01/2024,12/31/2024
NV,HAI_5_SIR,MRSA Bacteremia,0.584,,01/01/2024,12/31/2024
NV,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.196,,01/01/2024,12/31/2024
NV,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.261,,01/01/2024,12/31/2024
NV,HAI_6_SIR,Clostridium Difficile (C.Diff),0.227,,01/01/2024,12/31/2024
NY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.612,,01/01/2024,12/31/2024
NY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.703,,01/01/2024,12/31/2024
NY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.656,,01/01/2024,12/31/2024
NY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.490,,01/01/2024,12/31/2024
NY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.563,,01/01/2024,12/31/2024
NY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.526,,01/01/2024,12/31/2024
NY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.693,,01/01/2024,12/31/2024
NY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.853,,01/01/2024,12/31/2024
NY,HAI_3_SIR,SSI - Colon Surgery,0.770,,01/01/2024,12/31/2024
NY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.785,,01/01/2024,12/31/2024
NY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.194,,01/01/2024,12/31/2024
NY,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.973,,01/01/2024,12/31/2024
NY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.712,,01/01/2024,12/31/2024
NY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.839,,01/01/2024,12/31/2024
NY,HAI_5_SIR,MRSA Bacteremia,0.773,,01/01/2024,12/31/2024
NY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.356,,01/01/2024,12/31/2024
NY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.388,,01/01/2024,12/31/2024
NY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.371,,01/01/2024,12/31/2024
OH,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.545,,01/01/2024,12/31/2024
OH,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.662,,01/01/2024,12/31/2024
OH,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.602,,01/01/2024,12/31/2024
OH,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.407,,01/01/2024,12/31/2024
OH,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.497,,01/01/2024,12/31/2024
OH,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.450,,01/01/2024,12/31/2024
OH,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.988,,01/01/2024,12/31/2024
OH,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.192,,01/01/2024,12/31/2024
OH,HAI_3_SIR,SSI - Colon Surgery,1.087,,01/01/2024,12/31/2024
OH,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.070,,01/01/2024,12/31/2024
OH,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.570,,01/01/2024,12/31/2024
OH,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.302,,01/01/2024,12/31/2024
OH,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.713,,01/01/2024,12/31/2024
OH,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.882,,01/01/2024,12/31/2024
OH,HAI_5_SIR,MRSA Bacteremia,0.794,,01/01/2024,12/31/2024
OH,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.405,,01/01/2024,12/31/2024
OH,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.450,,01/01/2024,12/31/2024
OH,HAI_6_SIR,Clostridium Difficile (C.Diff),0.427,,01/01/2024,12/31/2024
OK,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.431,,01/01/2024,12/31/2024
